customer_id,email,first_name,last_name,phone,created_at
6bb9c413-6dcc-48d4-ae11-e39bc457526b,scarlett.baker@vinylvoyage.net,Scarlett,Baker,(210) 555-0135,2025-12-31 02:26:42.523821+00
6da20952-7761-4035-b34b-b30d9e2a583a,joshua.sanchez@jazzheritage.com,Joshua,Sanchez,(716) 555-0150,2025-12-31 02:26:42.523821+00
6e41217b-1caf-41cd-85d8-c110931ae69b,jaxon.sanders@analogessence.co,Jaxon,Sanders,(718) 555-0161,2025-12-31 02:26:42.523821+00
6f3919b1-ad48-4edb-a3c9-033c00c53e4b,gabriel.turner@thevinylroom.com,Gabriel,Turner,(239) 555-0142,2025-12-31 02:26:42.523821+00
716484e8-6c53-4023-a675-29ea6ed8255e,noah.jones@timelessgrooves.org,Noah,Jones,(773) 555-0112,2025-12-31 02:26:42.523821+00
74829d39-0564-44e9-a753-8fa6cd5b2463,benjamin.jackson@audiophilehaven.org,Benjamin,Jackson,(480) 555-0120,2025-12-31 02:26:42.523821+00
74e8ef4f-5b91-4504-934e-40b7b655b875,savannah.ward@rhythmicdream.org,Savannah,Ward,(609) 555-0168,2025-12-31 02:26:42.523821+00
76698584-fa78-4723-a5d7-8c322c94e877,bryson.perry@groovehaven.net,Bryson,Perry,(856) 555-0163,2025-12-31 02:26:42.523821+00
7a803183-09a1-477b-8830-b6a7bfb334ff,hazel.reyes@analoganthems.co,Hazel,Reyes,(516) 555-0153,2025-12-31 02:26:42.523821+00
7d75c15f-4bd1-42b3-8bfd-9f0a83479323,david.ramirez@recordrhapsody.co,David,Ramirez,(718) 555-0104,2025-12-31 02:26:42.523821+00
822f667c-0562-442b-a5ac-664c6016a190,anna.bell@rhythmrevive.org,Anna,Bell,(973) 555-0200,2025-12-31 02:26:42.523821+00
857eff52-67db-4c2d-9b25-867ebf80889b,sierra.bell@waxandwine.net,Sierra,Bell,(845) 555-0155,2025-12-31 02:26:42.523821+00
86d7eb2c-7cfc-47f7-8067-6fe15e1262ed,zoe.parker@analogexpressions.co,Zoe,Parker,(337) 555-0145,2025-12-31 02:26:42.523821+00
8c2b1f24-5e5a-4090-9407-805c9e8a093b,andrew.collins@soundsofswing.org,Andrew,Collins,(607) 555-0148,2025-12-31 02:26:42.523821+00
8caca979-1c27-47a7-bfbe-42bcea42b03e,cooper.kim@waxwonderland.co,Cooper,Kim,(862) 555-0189,2025-12-31 02:26:42.523821+00
8d09b5e6-c338-483a-9f23-f1958bd83d99,violet.morgan@vinylnostalgia.co,Violet,Morgan,(917) 555-0157,2025-12-31 02:26:42.523821+00
8d833e87-9733-4868-b83c-2ee10f45cab0,dominic.cox@waxwhisperer.co,Dominic,Cox,(908) 555-0165,2025-12-31 02:26:42.523821+00
918ee0d3-142f-4744-8aad-8e9a2287600a,chloe.roberts@waxworkrecords.co,Chloe,Roberts,(772) 555-0141,2025-12-31 02:26:42.523821+00
91c00ccc-ca09-4dc9-9b56-227d2c627d40,william.garcia@soundsculptor.org,William,Garcia,(919) 555-0116,2025-12-31 02:26:42.523821+00
9233976b-378a-430c-8229-fef8d413f896,penelope.edwards@recordcollector.net,Penelope,Edwards,(585) 555-0147,2025-12-31 02:26:42.523821+00
92caac1d-c991-42a2-a6e2-c40e222edbc7,lily.phillips@jazzrecords.net,Lily,Phillips,(225) 555-0143,2025-12-31 02:26:42.523821+00
9351e362-ad95-45ad-bad0-f07611246632,elizabeth.lewis@groovemasters.co,Elizabeth,Lewis,(414) 555-0125,2025-12-31 02:26:42.523821+00
95044d3f-fa18-4424-b393-d714fbddee0c,finn.webb@analogdreams.co,Finn,Webb,(732) 555-0185,2025-12-31 02:26:42.523821+00
96e224e0-eeeb-40be-85df-2832253fb86d,avery.wright@rhythmrevival.net,Avery,Wright,(510) 555-0131,2025-12-31 02:26:42.523821+00
97a63bdf-21f8-4f2c-a359-24cb3412fa51,christopher.evans@classicjazz.com,Christopher,Evans,(985) 555-0146,2025-12-31 02:26:42.523821+00
985f82e8-5585-45f8-8742-cbaba2f5c391,james.martinez@thejazzcollection.com,James,Martinez,(615) 555-0118,2025-12-31 02:26:42.523821+00
9cbeb79f-7ec5-4324-965e-8983bc9f98be,alexander.walker@bluewaxrecords.com,Alexander,Walker,(804) 555-0126,2025-12-31 02:26:42.523821+00
9d2d6942-cffe-458f-9816-bd7bb1317672,amelia.rodriguez@echorecordings.co,Amelia,Rodriguez,(503) 555-0117,2025-12-31 02:26:42.523821+00
a037b6ba-e181-497c-a6f0-1f4a3f0f3e92,samuel.green@jazzstandards.com,Samuel,Green,(713) 555-0134,2025-12-31 02:26:42.523821+00
a74bfafe-19c8-44d5-8014-0b5e5fefdac0,ava.williams@rhythmreverie.net,Ava,Williams,(206) 555-0111,2025-12-31 02:26:42.523821+00
a77875ee-7c7f-42d5-8837-706940b9fb65,brooklyn.richardson@jazzalbum.com,Brooklyn,Richardson,(201) 555-0166,2025-12-31 02:26:42.523821+00
a9a915a4-e2bc-4bb8-aecf-c9ce1161f8a1,gavin.hunt@analogheart.co,Gavin,Hunt,(201) 555-0193,2025-12-31 02:26:42.523821+00
abedb6ca-6765-4e12-9ea9-dbd2467cfcc1,silas.russell@waxandgroove.co,Silas,Russell,(732) 555-0197,2025-12-31 02:26:42.523821+00
ae1953a1-ed91-4c4b-ad8c-3449ca237063,lucas.thomas@jazzfusion.com,Lucas,Thomas,(816) 555-0122,2025-12-31 02:26:42.523821+00
aeb8127f-d03a-46d7-af63-62c1fef91893,isabelle.dubois@bluesound.fr,Isabelle,Dubois,(617) 555-0105,2025-12-31 02:26:42.523821+00
aee27bf1-8f41-49ba-86bf-e205251fffab,olivia.hernandez@analogdreams.co,Olivia,Hernandez,(305) 555-0109,2025-12-31 02:26:42.523821+00
b083354c-9ea5-46bf-a46f-2ac034977d1b,ruby.shaw@jazzlegacy.com,Ruby,Shaw,(609) 555-0190,2025-12-31 02:26:42.523821+00
b1a3328a-02be-4cba-8c9f-1d27afd561e0,adeline.patterson@thejazzsource.com,Adeline,Patterson,(609) 555-0162,2025-12-31 02:26:42.523821+00
b1d41081-6298-4c91-a9a9-384391231c90,abigail.harris@rhythmicroots.net,Abigail,Harris,(303) 555-0123,2025-12-31 02:26:42.523821+00
b52e748f-95d8-44cc-b555-6f754dee736f,nova.henderson@thejazzcellar.com,Nova,Henderson,(609) 555-0178,2025-12-31 02:26:42.523821+00
b7cc127b-e2ab-448e-adad-326d653e6688,julian.rogers@soulfulsplendor.org,Julian,Rogers,(631) 555-0152,2025-12-31 02:26:42.523821+00
b936ab2e-023d-4f05-ba30-c8229dcf3a46,adalynn.burns@rhythmicresonance.org,Adalynn,Burns,(908) 555-0192,2025-12-31 02:26:42.523821+00
b97174e4-14e7-4ec7-a16d-948d689936a4,stellam.howard@jazzcatalogue.com,Stella,Howard,(908) 555-0174,2025-12-31 02:26:42.523821+00
ba668ef0-fcb2-47eb-ad7c-d9615bdc18b5,sadie.brooks@jazztime.com,Sadie,Brooks,(908) 555-0198,2025-12-31 02:26:42.523821+00
ba69e60f-15da-4466-b762-2276c0ae8e76,hazel.knight@thejazzlounge.com,Hazel,Knight,(973) 555-0194,2025-12-31 02:26:42.523821+00
c0d3f844-c90e-4c99-843f-a98aa10e3bda,grace.harrison@thejazzden.com,Grace,Harrison,(908) 555-0186,2025-12-31 02:26:42.523821+00
c0e36f35-15a4-4921-a957-fc40a7c7c385,asher.barnes@vinylculture.net,Asher,Barnes,(201) 555-0199,2025-12-31 02:26:42.523821+00
c34a9f6d-f725-4fad-a57c-6645f0d8af5d,nora.morris@rhythmrevue.net,Nora,Morris,(518) 555-0151,2025-12-31 02:26:42.523821+00
c828ba7c-53cf-4a34-8542-2dfb48c2d1f1,victoria.nelson@analogavenue.co,Victoria,Nelson,(407) 555-0137,2025-12-31 02:26:42.523821+00
c9966596-c75a-461f-b908-cef909de34a1,matthew.king@thejazzemporium.com,Matthew,King,(504) 555-0130,2025-12-31 02:26:42.523821+00
ccf94bf4-1ed6-4bab-8614-2651b784b439,grace.mitchell@rhythmicsoul.net,Grace,Mitchell,(954) 555-0139,2025-12-31 02:26:42.523821+00
ce618a6b-35db-4f53-a977-ea30224fea58,liam.scott@thejazzloft.com,Liam,Scott,(971) 555-0110,2025-12-31 02:26:42.523821+00
d0675ce9-bc03-44e4-9ffa-eacc2651edea,evelyn.white@harmonicgrooves.co,Evelyn,White,(214) 555-0121,2025-12-31 02:26:42.523821+00
d0b66526-6c15-4443-8d6a-fcc0d0aa182f,declan.ford@vinylfrontier.net,Declan,Ford,(732) 555-0191,2025-12-31 02:26:42.523821+00
d3115d39-c335-4f54-9704-417fc15d4b45,luke.perez@soundarchitects.org,Luke,Perez,(321) 555-0140,2025-12-31 02:26:42.523821+00
d70547a1-586c-4e08-b632-3702a4c63614,arthur.patterson@classicwax.com,Arthur,Patterson,(202) 555-0106,2025-12-31 02:26:42.523821+00
db0ddfb9-d15b-4430-8074-1068064a9a3b,anthony.campbell@groovecollective.org,Anthony,Campbell,(504) 555-0144,2025-12-31 02:26:42.523821+00
e4e42535-3180-4403-b6cd-36a58aeebae6,parker.ryan@groovehaven.net,Parker,Ryan,(862) 555-0195,2025-12-31 02:26:42.523821+00
e772603f-4962-4a5f-b827-7898eb019ae3,sophie.long@rhythmrepose.org,Sophie,Long,(973) 555-0176,2025-12-31 02:26:42.523821+00
e812486f-38c0-4266-892b-58b6c6e9014a,ezra.kelly@waxmuseum.co,Ezra,Kelly,(732) 555-0173,2025-12-31 02:26:42.523821+00
e9368dcf-6a85-4c63-9967-2af56d151dee,marcus.thorne@jazzgrooves.net,Marcus,Thorne,(213) 555-0102,2025-12-31 02:26:42.523821+00
e9870705-2f0d-435f-9290-101100bef65d,owen.cooper@thegroovespot.com,Owen,Cooper,(914) 555-0154,2025-12-31 02:26:42.523821+00
e9d3de16-4ead-4d18-93d1-2036e32c6bde,chloe.kim@groovedigger.net,Chloe,Kim,(404) 555-0107,2025-12-31 02:26:42.523821+00
ea45ec20-9fe8-4179-9a14-f96c0cb47b28,christian.james@grooveon.net,Christian,James,(862) 555-0171,2025-12-31 02:26:42.523821+00
ee210af8-6df1-43a5-8ab5-7b24245d309a,miles.wood@vinylvision.net,Miles,Wood,(973) 555-0167,2025-12-31 02:26:42.523821+00
eeef1137-09ca-4805-964c-97daf23c170a,aurora.price@rhythmconnection.net,Aurora,Price,(212) 555-0159,2025-12-31 02:26:42.523821+00
efe8a5ef-bffb-4504-9b5b-2ca48e44b083,scarlett.barnes@soulfuljourney.org,Scarlett,Barnes,(609) 555-0172,2025-12-31 02:26:42.523821+00
f437d4f1-1270-422a-ae3a-6890406be136,luna.gray@thejazzguild.com,Luna,Gray,(973) 555-0170,2025-12-31 02:26:42.523821+00
f76fc048-7ec7-49cb-ba7f-d5c875875bdc,aurora.stone@soulfulsoundscape.org,Aurora,Stone,(973) 555-0188,2025-12-31 02:26:42.523821+00
f951ec5c-69de-41db-a498-61d33af44586,henry.clark@soulfulsounds.org,Henry,Clark,(678) 555-0124,2025-12-31 02:26:42.523821+00
fa2203e3-f256-48dd-9475-c0cd9866ffb2,everly.fisher@rhythmicpulse.org,Everly,Fisher,(609) 555-0184,2025-12-31 02:26:42.523821+00
fde6513b-f793-4b29-9434-987f4da4a271,riley.stewart@vinylgems.co,Riley,Stewart,(315) 555-0149,2025-12-31 02:26:42.523821+00
fea999ad-54c5-48b0-9b9e-64e9594ff21a,daniel.allen@soundscapes.org,Daniel,Allen,(901) 555-0128,2025-12-31 02:26:42.523821+00
